total_area,total_averaged_temperature,morris_row_index,location
1260.2193453868604,20.380877437275114,87,emmepark
5575.470648651888,19.647262573242188,88,limpbach
5415.305365399561,16.416750617418145,88,grundbach
249.59991014065736,18.249923867831665,88,hasle
1101.492787373973,20.127795576843962,88,emmepark
684.6820667717211,17.784666061401367,89,limpbach
4343.1567026398625,16.52200026719724,89,grundbach
249.59991014252,18.249923867838532,89,hasle
1140.511745832241,20.1856643028362,89,emmepark
658.2155355012912,17.749969482421875,9,limpbach
3075.11889653947,16.073237880461928,9,grundbach
249.59991014224394,18.249923867838376,9,hasle
1359.0827280063402,20.48800350567752,9,emmepark
684.6820667712211,17.784666061401367,90,limpbach
4568.717401208703,16.530666929009882,90,grundbach
249.59991014266103,18.24992386783862,90,hasle
1140.5117458324296,20.185664302836255,90,emmepark
684.6820667712211,17.784666061401367,91,limpbach
4568.717401208703,16.530666929009882,91,grundbach
249.59991014266103,18.24992386783862,91,hasle
1140.5117458324296,20.185664302836255,91,emmepark
684.6820667712211,17.784666061401367,92,limpbach
4568.717401208703,16.530666929009882,92,grundbach
249.59991014266103,18.24992386783862,92,hasle
1140.5117458324296,20.185664302836255,92,emmepark
5575.470648651888,19.647262573242188,93,limpbach
5415.305365399561,16.416750617418145,93,grundbach
249.59991014065736,18.249923867831665,93,hasle
1101.492787373973,20.127795576843962,93,emmepark
672.0937841096811,17.76752281188965,94,limpbach
7032.585874695157,16.830186712785085,94,grundbach
249.59991014065736,18.249923867831665,94,hasle
1330.0784019040166,20.442045056699587,94,emmepark
672.0937841096811,17.76752281188965,95,limpbach
7032.585874695157,16.830186712785085,95,grundbach
249.59991014065736,18.249923867831665,95,hasle
1330.0784019040166,20.442045056699587,95,emmepark
3850.641275178133,19.678470611572266,96,limpbach
3121.0175989677946,16.729637016612216,96,grundbach
249.59991014345132,18.249923867839698,96,hasle
1250.075999438322,20.338798108513252,96,emmepark
658.2155355012912,17.749969482421875,97,limpbach
3075.11889653947,16.073237880461928,97,grundbach
249.59991014224394,18.249923867838376,97,hasle
1359.0827280063402,20.48800350567752,97,emmepark
672.0937841103427,17.76752281188965,98,limpbach
2912.8684718838745,16.04998338785827,98,grundbach
249.59991014190433,18.24992386783302,98,hasle
1359.0827280061353,20.488003505677458,98,emmepark
5559.146718343069,19.639619827270508,99,limpbach
7250.119787609978,16.893737336248037,99,grundbach
249.59991014190433,18.24992386783302,99,hasle
1260.2193453908865,20.38087743727968,99,emmepark
