Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
198	:	1778361646.583	   277.542	0	43143	0	0	Rscript run_model.R 198 7 720 1
199	:	1778361656.683	   276.952	0	19121	0	0	Rscript run_model.R 199 7 720 2.5
200	:	1778361673.561	   281.628	0	18004	0	0	Rscript run_model.R 200 7 1200 2.5
201	:	1778361752.883	   265.584	0	31686	0	0	Rscript run_model.R 201 5 720 1.5
202	:	1778361776.345	   266.312	0	31686	0	0	Rscript run_model.R 202 2 720 1.5
203	:	1778361790.724	   263.815	0	16156	0	0	Rscript run_model.R 203 2 720 3
204	:	1778361853.162	   263.422	0	15778	0	0	Rscript run_model.R 204 2 1200 3
205	:	1778361865.208	   262.398	0	15357	0	0	Rscript run_model.R 205 2 1040 3
206	:	1778361865.704	   263.782	0	15357	0	0	Rscript run_model.R 206 5 1040 3
207	:	1778361899.634	   266.539	0	31625	0	0	Rscript run_model.R 207 5 1040 1.5
208	:	1778361924.134	   259.309	0	36765	0	0	Rscript run_model.R 208 5 560 1.5
209	:	1778361933.642	   261.878	0	18272	0	0	Rscript run_model.R 209 4 880 2.5
210	:	1778361955.197	   265.125	0	21939	0	0	Rscript run_model.R 210 4 400 2.5
211	:	1778362018.475	   255.151	0	21939	0	0	Rscript run_model.R 211 7 400 2.5
212	:	1778362042.664	   258.592	0	46453	0	0	Rscript run_model.R 212 7 400 1
213	:	1778362054.546	   256.823	0	16060	0	0	Rscript run_model.R 213 4 560 3
214	:	1778362116.591	   255.381	0	16059	0	0	Rscript run_model.R 214 7 560 3
215	:	1778362127.614	   258.082	0	34920	0	0	Rscript run_model.R 215 7 560 1.5
216	:	1778362129.495	   262.124	0	31256	0	0	Rscript run_model.R 216 7 1040 1.5
217	:	1778362166.181	   264.355	0	18004	0	0	Rscript run_model.R 217 6 1200 2.5
218	:	1778362183.457	   265.378	0	43519	0	0	Rscript run_model.R 218 6 1200 1
219	:	1778362195.527	   267.671	0	43519	0	0	Rscript run_model.R 219 3 1200 1
220	:	1778362220.333	   263.644	0	43144	0	0	Rscript run_model.R 220 3 720 1
221	:	1778362273.634	   266.539	0	51004	0	0	Rscript run_model.R 221 6 1040 0.5
222	:	1778362301.265	   256.103	0	23976	0	0	Rscript run_model.R 222 6 1040 2
223	:	1778362311.376	   257.152	0	23865	0	0	Rscript run_model.R 223 3 1040 2
224	:	1778362371.979	   254.296	0	26042	0	0	Rscript run_model.R 224 3 560 2
225	:	1778362385.708	   257.513	0	27482	0	0	Rscript run_model.R 225 7 400 2
226	:	1778362391.629	   263.758	0	55377	0	0	Rscript run_model.R 226 7 400 0.5
227	:	1778362430.543	   265.325	0	57875	0	0	Rscript run_model.R 227 4 400 0.5
228	:	1778362448.847	   265.480	0	52605	0	0	Rscript run_model.R 228 4 880 0.5
229	:	1778362463.206	   267.955	0	52605	0	0	Rscript run_model.R 229 4 880 0.5
230	:	1778362483.985	   265.875	0	57875	0	0	Rscript run_model.R 230 4 400 0.5
231	:	1778362540.182	   253.014	0	27482	0	0	Rscript run_model.R 231 4 400 2
232	:	1778362557.376	   255.156	0	27482	0	0	Rscript run_model.R 232 7 400 2
233	:	1778362568.535	   258.378	0	24664	0	0	Rscript run_model.R 233 3 720 2
234	:	1778362626.284	   257.976	0	24664	0	0	Rscript run_model.R 234 6 720 2
235	:	1778362643.233	   267.362	0	55957	0	0	Rscript run_model.R 235 6 720 0.5
236	:	1778362655.396	   270.762	0	54840	0	0	Rscript run_model.R 236 6 1200 0.5
237	:	1778362695.882	   261.169	0	47408	0	0	Rscript run_model.R 237 4 560 1
